book_id,original_publication_year,title,author
8674,2012.0,"Infamous (Chronicles of Nick, #3)",Sherrilyn Kenyon
8675,1993.0,Having Our Say: The Delany Sisters' First 100 Years,Sarah L. Delany
8676,2008.0,Lush Life,Richard Price
8677,1991.0,What's Eating Gilbert Grape,Peter Hedges
8678,2013.0,"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger
8679,2015.0,The Truth According to Us,Annie Barrows
8680,2004.0,"Reunion (Redemption, #5)",Karen Kingsbury
8681,1980.0,"More Tales of the City (Tales of the City, #2)",Armistead Maupin
8682,1867.0,Thérèse Raquin,Émile Zola
8683,2011.0,The Night Strangers,Chris Bohjalian
8684,2013.0,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",J.S. Scott
8685,2017.0,Behind Her Eyes,Sarah Pinborough
8686,1895.0,The King in Yellow and Other Horror Stories,Robert W. Chambers
8687,1973.0,H.M.S. Surprise,Patrick O'Brian
8688,1961.0,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand
8689,2008.0,"Twenty Wishes (Blossom Street, #5)",Debbie Macomber
8690,2008.0,Through Black Spruce,Joseph Boyden
8691,2010.0,One Good Dog,Susan  Wilson
8692,1989.0,Sexing the Cherry,Jeanette Winterson
8693,2009.0,The Murderer's Daughters,Randy Susan Meyers
8694,2008.0,"Strangers in Death (In Death, #26)",J.D. Robb
8695,2013.0,"The Archived (The Archived, #1)",Victoria Schwab
8696,1983.0,Glengarry Glen Ross,David Mamet
8697,1994.0,The Island of the Day Before,Umberto Eco
8698,2016.0,The Sound of Gravel,Ruth Wariner
8699,1982.0,The Complete Adventures of Peter Rabbit,Beatrix Potter
8700,1965.0,A Charlie Brown Christmas,Charles M. Schulz
8701,1991.0,"Sin City: Una Dura Despedida, #1 de 3",Frank Miller
8702,2008.0,"Hostage to Pleasure (Psy-Changeling, #5)",Nalini Singh
8703,2003.0,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc
8704,1899.0,Resurrection,Leo Tolstoy
8705,2011.0,"Hard Magic (Grimnoir Chronicles, #1)",Larry Correia
8706,2010.0,"Storm Prey (Lucas Davenport, #20)",John Sandford
8707,2004.0,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,Lee Strobel
8708,2012.0,"Fated (Alex Verus, #1)",Benedict Jacka
8709,2013.0,Instructions for a Heatwave,Maggie O'Farrell
8710,2012.0,"Victims (Alex Delaware, #27)",Jonathan Kellerman
8711,2014.0,"The Job (Fox and O'Hare, #3)",Janet Evanovich
8712,2015.0,"Old School (Diary of a Wimpy Kid, #10)",Jeff Kinney
8713,2016.0,"Evelyn, After",Victoria Helen Stone
8714,1998.0,The Skin I'm In,Sharon G. Flake
8715,2013.0,The Eye of God (Sigma Force #9),James Rollins
8716,1986.0,An Artist of the Floating World,Kazuo Ishiguro
8717,2004.0,Night Train to Lisbon,Pascal Mercier
8718,2014.0,"Romancing the Duke (Castles Ever After, #1)",Tessa Dare
8719,1981.0,"The Man With a Load of Mischief (Richard Jury, #1)",Martha Grimes
8720,2011.0,"The Underworld (Fallen Star, #2)",Jessica Sorensen
8721,1977.0,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",David McCullough
8722,2016.0,LaRose,Louise Erdrich
8723,2014.0,Before We Met,Lucie Whitehouse
8724,2008.0,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,The Waiter
8725,2012.0,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",Kevin Hearne
8726,1888.0,The Black Arrow,Robert Louis Stevenson
8727,2010.0,"Dead or Alive (Jack Ryan Universe, #13)",Tom Clancy
8728,1984.0,"Fallen Hearts (Casteel, #3)",V.C. Andrews
8729,1985.0,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn
8730,2010.0,"The Burning Wire (Lincoln Rhyme, #9)",Jeffery Deaver
8731,1999.0,"River, Cross My Heart",Breena Clarke
8732,2000.0,Lies Women Believe: And the Truth that Sets Them Free,Nancy Leigh DeMoss
8733,1903.0,To Build a Fire,Jack London
8734,2005.0,"Invasion of the Boy Snatchers (The Clique, #4)",Lisi Harrison
8735,1974.0,The 158-Pound Marriage,John Irving
8736,2009.0,Free: The Future of a Radical Price,Chris Anderson
8737,1996.0,Palestine,Joe Sacco
8738,1937.0,Dear Theo,Vincent van Gogh
8739,2012.0,One Hundred Names,Cecelia Ahern
8740,1868.0,"Good Wives (Little Women, #1.5)",Louisa May Alcott
8741,2013.0,The Ghost Bride,Yangsze Choo
8742,1999.0,Star Wars - Episode I: The Phantom Menace,Terry Brooks
8743,2012.0,"Avatar: The Last Airbender (The Promise, #2)",Gene Luen Yang
8744,2014.0,The Pact,Karina Halle
8745,1997.0,"Girls in Love (Girls, #1)",Jacqueline Wilson
8746,1960.0,Little Bear's Friend,Else Holmelund Minarik
8747,2003.0,The Creative Habit: Learn It and Use It for Life,Twyla Tharp
8748,1997.0,رأيت رام الله,Mourid Barghouti
8749,2011.0,"A Beautiful Dark (A Beautiful Dark, #1)",Jocelyn Davies
8750,1996.0,"Lady of Avalon (Avalon, #3)",Marion Zimmer Bradley
8751,2012.0,"Threat Vector (Jack Ryan Universe, #15)",Tom Clancy
8752,1989.0,Miles: The Autobiography,Miles Davis
8753,1985.0,"The Castle in the Attic (The Castle in the Attic, #1)",Elizabeth Winthrop
8754,2011.0,Does the Noise in My Head Bother You?,Steven Tyler
8755,2003.0,"The Sworn Sword (The Tales of Dunk and Egg, #2)",George R.R. Martin
8756,2008.0,"The Broken Window (Lincoln Rhyme, #8)",Jeffery Deaver
8757,1978.0,The Complete Works of H.P. Lovecraft,H.P. Lovecraft
8758,2015.0,"Beautiful Secret (Beautiful Bastard, #4)",Christina Lauren
8759,2013.0,"Dust (Kay Scarpetta, #21)",Patricia Cornwell
8760,1900.0,The Three Sisters,Anton Chekhov
8761,2006.0,"Evil Star (The Gatekeepers, #2)",Anthony Horowitz
8762,2014.0,"You Were Mine (Rosemary Beach, #9)",Abbi Glines
8763,2002.0,Full Tilt (Full #2),Janet Evanovich
8764,2008.0,Beat the Reaper (Peter Brown #1),Josh Bazell
8765,2002.0,Nantucket Nights,Elin Hilderbrand
8766,2002.0,"The Machine Crusade (Legends of Dune, #2)",Brian Herbert
8767,1982.0,"Ogre, Ogre (Xanth #5)",Piers Anthony
8768,1967.0,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),Arthur Conan Doyle
8769,2014.0,"Devil's Game (Reapers MC, #3)",Joanna Wylde
8770,2010.0,"The Keeping (Law of the Lycans, #3)",Nicky Charles
8771,1968.0,There's a Nightmare in My Closet,Mercer Mayer
8772,2014.0,"Flesh and Blood (Kay Scarpetta, #22)",Patricia Cornwell
8773,1999.0,Breaking Free: Discover the Victory of Total Surrender,Beth Moore
8774,1980.0,Where's Spot?,Eric Hill
8775,2015.0,Cocky Bastard,Penelope Ward
8776,1997.0,"Out to Canaan (Mitford Years, #4)",Jan Karon
8777,2007.0,"The Dangerous Days of Daniel X (Daniel X, #1)",James Patterson
8778,2007.0,"The Hidden Child (Patrik Hedström, #5)",Camilla Läckberg
8779,1992.0,Waiting to Exhale (Waiting To Exhale #1),Terry McMillan
8780,2011.0,Prom and Prejudice,Elizabeth Eulberg
8781,1993.0,Strip Tease,Carl Hiaasen
8782,1992.0,Strange Pilgrims,Gabriel García Márquez
8783,1994.0,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",Kevin J. Anderson
8784,2005.0,"Showdown (Paradise, #1)",Ted Dekker
8785,2013.0,"Thankless in Death (In Death, #37)",J.D. Robb
8786,1961.0,Call for the Dead,John le Carré
8787,1998.0,"Marlfox (Redwall, #11)",Brian Jacques
8788,1937.0,Snow Country,Yasunari Kawabata
8789,2006.0,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,J. Maarten Troost
8790,1997.0,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",Robin Cook
8791,1999.0,Big Trouble,Dave Barry
8792,1861.0,The House of the Dead,Fyodor Dostoyevsky
8793,2005.0,"A Total Waste of Makeup (Charlize Edwards, #1)",Kim Gruenenfelder
8794,2005.0,"Once (Once, #1)",Morris Gleitzman
8795,2003.0,"Because I'm Worth It (Gossip Girl, #4)",Cecily von Ziegesar
8796,2014.0,"Deadline (Virgil Flowers, #8)",John Sandford
8797,2012.0,"Stunning (Pretty Little Liars, #11)",Sara Shepard
8798,1977.0,The Howling,Gary Brandner
8799,1975.0,Sign of the Unicorn (The Chronicles of Amber #3),Roger Zelazny
8800,2009.0,Scat,Carl Hiaasen
8801,1994.0,Life After God,Douglas Coupland
8802,2005.0,The City of Falling Angels,John Berendt
8803,2011.0,Afterwards,Rosamund Lupton
8804,2007.0,Autumn in Paris,Ilana Tan
8805,1983.0,Hot Water Music,Charles Bukowski
8806,1995.0,"Warlock (Ancient Egypt, #3)",Wilbur Smith
8807,2014.0,What I Know for Sure,Oprah Winfrey
8808,2010.0,"Wisdom (My Blood Approves, #4)",Amanda Hocking
8809,2012.0,The Testament of Mary,Colm Tóibín
8810,2014.0,"Defy (Defy, #1)",Sara B. Larson
8811,1998.0,"Standing in the Rainbow (Elmwood Springs, #2)",Fannie Flagg
8812,1933.0,Maitreyi,Mircea Eliade
8813,2008.0,The Misremembered Man (Tailorstown #1),Christina McKenna
8814,2001.0,Carter Beats the Devil,Glen David Gold
8815,1928.0,Story of the Eye,Georges Bataille
8816,2007.0,"Knit Two (Friday Night Knitting Club, #2)",Kate Jacobs
8817,1970.0,In the Night Kitchen,Maurice Sendak
8818,1976.0,"Will You Please Be Quiet, Please?",Raymond Carver
8819,1976.0,The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke
8820,2011.0,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",Larissa Ione
8821,1970.0,The Story of a Shipwrecked Sailor,Gabriel García Márquez
8822,2014.0,"Concealed in Death (In Death, #38)",J.D. Robb
8823,1994.0,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup
8824,1995.0,"Mind Prey (Lucas Davenport, #7)",John Sandford
8825,2015.0,The Color of Secrets,Lindsay Ashford
8826,2000.0,"Planetary, Volume 1: All Over the World and Other Stories",Warren Ellis
8827,2014.0,"Stolen Songbird (The Malediction Trilogy, #1)",Danielle L. Jensen
8828,2012.0,Most Talkative: Stories from the Front Lines of Pop Culture,Andy Cohen
8829,1996.0,"The Green Mile, Part 2: The Mouse on the Mile",Stephen King
8830,1982.0,A Cry In The Night,Mary Higgins Clark
8831,1987.0,Assata: An Autobiography,Assata Shakur
8832,2004.0,"Days of Magic, Nights of War (Abarat, #2)",Clive Barker
8833,1841.0,The Three Billy Goats Gruff,Paul Galdone
8834,2013.0,True Love Story,Willow Aster
8835,2013.0,The Moonlit Garden,Corina Bomann
8836,2009.0,True Compass: A Memoir,Edward M. Kennedy
8837,1956.0,"Diamonds Are Forever (James Bond, #4)",Ian Fleming
8838,1933.0,Lost Horizon,James Hilton
8839,2016.0,"Hidden Bodies (You, #2)",Caroline Kepnes
8840,1929.0,Passing,Nella Larsen
8841,2007.0,"InterWorld (InterWorld, #1)",Neil Gaiman
8842,2004.0,The Realm of Possibility,David Levithan
8843,2006.0,The Invisible Wall: A Love Story That Broke Barriers,Harry Bernstein
8844,2010.0,The Replacement,Brenna Yovanoff
8845,2009.0,Last Words,George Carlin
8846,2011.0,"The Information: A History, a Theory, a Flood",James Gleick
8847,1998.0,Rocket Boys (Coalwood #1),Homer Hickam
8848,1987.0,Kaleidoscope,Danielle Steel
8849,1986.0,A Perfect Spy,John le Carré
8850,1942.0,"The High Window (Philip Marlowe, #3)",Raymond Chandler
8851,2013.0,"Affliction (Anita Blake, Vampire Hunter #22)",Laurell K. Hamilton
8852,2011.0,"Wildest Dreams (Fantasyland, #1)",Kristen Ashley
8853,1996.0,"Sudden Prey (Lucas Davenport, #8)",John Sandford
8854,1993.0,Mark of the Lion Trilogy,Francine Rivers
8855,2006.0,"Screw It, Let's Do It: Lessons In Life",Richard Branson
8856,1949.0,"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",Betty MacDonald
8857,1982.0,Revolting Rhymes,Roald Dahl
8858,1995.0,"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",Val McDermid
8859,1949.0,The Weight of Glory,C.S. Lewis
8860,1997.0,Sanctuary,Nora Roberts
8861,1996.0,"Sunset Express (Elvis Cole, #6)",Robert Crais
8862,2015.0,"The Bourbon Kings (The Bourbon Kings, #1)",J.R. Ward
8863,1957.0,The Guns of Navarone,Alistair MacLean
8864,1963.0,"On Her Majesty's Secret Service (James Bond, #11)",Ian Fleming
8865,1985.0,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,Robin Norwood
8866,2007.0,Hero,Perry Moore
8867,1991.0,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz
8868,1965.0,"At Bertram's Hotel (Miss Marple, #11)",Agatha Christie
8869,2015.0,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",Kiera Cass
8870,1967.0,The Great Brain (Great Brain #1),John D. Fitzgerald
8871,2007.0,"The Fire Eternal (The Last Dragon Chronicles, #4)",Chris d'Lacey
8872,2001.0,"Mercy (Buchanan-Renard, #2)",Julie Garwood
8873,1987.0,The Commitments,Roddy Doyle
8874,2010.0,Tell-All,Chuck Palahniuk
8875,2001.0,What My Mother Doesn't Know (What My Mother Doesn't Know #1),Sonya Sones
8876,2010.0,"Angelology (Angelology, #1)",Danielle Trussoni
8877,1998.0,The Lady & Sons Savannah Country Cookbook,Paula H. Deen
8878,1961.0,No One Writes to the Colonel and Other Stories,Gabriel García Márquez
8879,1985.0,Wiseguy,Nicholas Pileggi
8880,2001.0,"Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5)",Warren Ellis
8881,2013.0,"Benediction (Plainsong, #3)",Kent Haruf
8882,1989.0,سمفونی مردگان,عباس معروفی
8883,1995.0,After the Night,Linda Howard
8884,2009.0,"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",Chelsea Cain
8885,2015.0,The Bookseller,Cynthia Swanson
8886,1997.0,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev
8887,2013.0,"The Thousand Names (The Shadow Campaigns, #1)",Django Wexler
8888,1869.0,An Old-Fashioned Girl,Louisa May Alcott
8889,2016.0,"Beautiful Burn (The Maddox Brothers, #4)",Jamie McGuire
8890,1999.0,"Fruits Basket, Vol. 2",Natsuki Takaya
8891,2005.0,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,Bart D. Ehrman
8892,2016.0,Wait for It,Mariana Zapata
8893,2001.0,"The Other Wind (Earthsea Cycle, #6)",Ursula K. Le Guin
8894,2009.0,"The Paris Vendetta (Cotton Malone, #5)",Steve Berry
8895,2014.0,Moriarty (Sherlock Holmes #2),Anthony Horowitz
8896,1595.0,Richard II,William Shakespeare
8897,1991.0,Prisoner of My Desire,Johanna Lindsey
8898,2005.0,Blood Memory,Greg Iles
8899,1848.0,Selected Poems,George Gordon Byron
8900,2014.0,After I'm Gone,Laura Lippman
8901,2005.0,Shadows of the Workhouse,Jennifer Worth
8902,2004.0,Hunting and Gathering,Anna Gavalda
8903,1988.0,One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,Peter Lynch
8904,1993.0,Against a Dark Background,Iain M. Banks
8905,2010.0,I Still Dream About You,Fannie Flagg
8906,1729.0,A Modest Proposal and Other Satirical Works,Jonathan Swift
8907,1966.0,The Book on the Taboo Against Knowing Who You Are,Alan W. Watts
8908,1941.0,Mother Courage and Her Children,Bertolt Brecht
8909,2014.0,"Up from the Grave (Night Huntress, #7)",Jeaniene Frost
8910,2008.0,"Sun and Moon, Ice and Snow",Jessica Day George
8911,2016.0,"The Blood Mirror (Lightbringer, #4)",Brent Weeks
8912,2004.0,Galveston,Nic Pizzolatto
8913,2012.0,Extra Yarn (E. B. White Read-Aloud Award. Picture Books),Mac Barnett
8914,2011.0,We the Animals,Justin Torres
8915,2006.0,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett
8916,1590.0,The Faerie Queene ,Edmund Spenser
8917,2010.0,"Her Daughter's Dream (Marta's Legacy, #2)",Francine Rivers
8918,2013.0,"Rock Chick Revolution (Rock Chick, #8)",Kristen Ashley
8919,2013.0,Tampa,Alissa Nutting
8920,1997.0,The Fuck-Up,Arthur Nersesian
8921,1997.0,"Meg (MEG, #1)",Steve Alten
8922,2007.0,"Seeing Redd (The Looking Glass Wars, #2)",Frank Beddor
8923,1933.0,Appointment in Samarra,John O'Hara
8924,1978.0,Each Peach Pear Plum,Janet Ahlberg
8925,2013.0,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim
8926,2013.0,Humans of New York,Brandon Stanton
8927,2011.0,The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales,Chris Van Allsburg
8928,1999.0,The Freedom Writers Diary,Erin Gruwell
8929,2008.0,The Post-American World,Fareed Zakaria
8930,2001.0,Them: Adventures with Extremists,Jon Ronson
8931,2006.0,The Ladies of Grace Adieu and Other Stories,Susanna Clarke
8932,2010.0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz
8933,2014.0,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",Bill Browder
8934,2003.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,David Bach
8935,2011.0,Forgotten,Cat Patrick
8936,2015.0,Ghettoside: A True Story of Murder in America,Jill Leovy
8937,1994.0,Lady Cottington's Pressed Fairy Book,Terry Jones
8938,2014.0,That Night,Chevy Stevens
8939,2006.0,Salmon Fishing in the Yemen,Paul Torday
8940,2007.0,The Rest Is Noise: Listening to the Twentieth Century,Alex  Ross
8941,2011.0,"Cross My Heart (Cross My Heart, #1)",Katie Klein
8942,2012.0,Something like Normal,Trish Doller
8943,2014.0,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald
8944,1996.0,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card
8945,2001.0,"The Next Accident (Quincy & Rainie, #3)",Lisa Gardner
8946,1380.0,The Divan,Hafez
8947,1978.0,Once a Runner,John L. Parker Jr.
8948,2011.0,"Zita the Spacegirl (Zita the Spacegirl, #1)",Ben Hatke
8949,1320.0,"Paradiso (The Divine Comedy, #3)",Dante Alighieri
8950,2006.0,Restless,William  Boyd
8951,1994.0,"The Ear, the Eye, and the Arm",Nancy Farmer
8952,2011.0,"Take This Regret (Take This Regret, #1)",Amy Lichtenhan
8953,1992.0,"Stay Out of the Basement  (Goosebumps, #2)",R.L. Stine
8954,2016.0,The Girl You Lost,Kathryn Croft
8955,2013.0,Willing Captive,Belle Aurora
8956,1994.0,"One Day at Horrorland (Goosebumps, #16)",R.L. Stine
8957,2009.0,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,David Lebovitz
8958,2014.0,"Talon (Talon, #1)",Julie Kagawa
8959,2014.0,"Radiance (Wraith Kings, #1)",Grace Draven
8960,2012.0,The Red House,Mark Haddon
8961,1985.0,Footfall,Larry Niven
8962,2010.0,"Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)",Heather Brewer
8963,1963.0,Ice Station Zebra,Alistair MacLean
8964,2009.0,A. Lincoln,Ronald C. White Jr.
8965,1982.0,Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,William Shakespeare
8966,2004.0,Ain't She Sweet,Susan Elizabeth Phillips
8967,2014.0,"Promised (One Night, #1)",Jodi Ellen Malpas
8968,2010.0,Bruiser,Neal Shusterman
8969,2003.0,Stone Soup,Jon J. Muth
8970,1987.0,"Falling Free (Vorkosigan Saga, #4)",Lois McMaster Bujold
8971,2014.0,"If I Stay Collection (If I Stay, #1-2)",Gayle Forman
8972,2006.0,"The Cold Moon (Lincoln Rhyme, #7)",Jeffery Deaver
8973,1995.0,The Moor's Last Sigh,Salman Rushdie
8974,2011.0,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",Gayle Tzemach Lemmon
8975,1988.0,Girl With Curious Hair,David Foster Wallace
8976,1982.0,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,Stephen King
8977,2012.0,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,A.J. Jacobs
8978,1991.0,The Revenge of the Baby-Sat,Bill Watterson
8979,1927.0,The Case-Book of Sherlock Holmes,Arthur Conan Doyle
8980,2008.0,"Ghostgirl (Ghostgirl, #1)",Tonya Hurley
8981,2014.0,"I've Got You Under My Skin (Under Suspicion, #1)",Mary Higgins Clark
8982,2008.0,"Fables, Vol. 10: The Good Prince",Bill Willingham
8983,2008.0,The Secret Between Us,Barbara Delinsky
8984,1989.0,Red Phoenix (Red Phoenix #1),Larry Bond
8985,2010.0,Never Look Away,Linwood Barclay
8986,2008.0,Your Heart Belongs to Me,Dean Koontz
8987,1987.0,Shadow Fires,Leigh Nichols
8988,2008.0,"Victory of Eagles (Temeraire, #5)",Naomi Novik
8989,2003.0,"Knife Edge (Noughts & Crosses, #2)",Malorie Blackman
8990,2013.0,"The Blood Gospel (The Order of the Sanguines, #1)",James Rollins
8991,2013.0,"Fallen Crest Public (Fallen Crest High, #3)",Tijan
8992,2006.0,I Am Not Myself These Days,Josh Kilmer-Purcell
8993,2011.0,Sometimes It Happens,Lauren Barnholdt
8994,2012.0,"Bones Are Forever (Temperance Brennan, #15)",Kathy Reichs
8995,1993.0,Deerskin,Robin McKinley
8996,1977.0,Dispatches,Michael Herr
8997,2009.0,"The Troubled Man (Kurt Wallander, #10)",Henning Mankell
8998,1995.0,Sleepers,Lorenzo Carcaterra
8999,1936.0,"The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media",Walter Benjamin
9000,1997.0,Pretend You Don't See Her,Mary Higgins Clark
9001,2009.0,Going Rogue: An American Life,Sarah Palin
9002,1999.0,The Cake Mix Doctor,Anne Byrn
9003,2009.0,"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey
9004,1982.0,"The Path to Power (The Years of Lyndon Johnson, #1)",Robert A. Caro
9005,2015.0,"Depraved Heart (Kay Scarpetta, #23)",Patricia Cornwell
9006,1976.0,The Education of Little Tree,Forrest Carter
9007,2009.0,"Intertwined (Intertwined, #1)",Gena Showalter
9008,1968.0,In Watermelon Sugar,Richard Brautigan
9009,2012.0,My Life with the Walter Boys (My Life with the Walter Boys #1),Ali Novak
9010,1997.0,"Burning For Revenge (Tomorrow, #5)",John Marsden
9011,2010.0,Love You to Death: The Unofficial Companion to the Vampire Diaries,Crissy Calhoun
9012,2013.0,The Husband's Secret Free Preview,Liane Moriarty
9013,2011.0,"Hourglass (Hourglass, #1)",Myra McEntire
9014,1980.0,Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,Al Ries
9015,2010.0,Play of Passion (Psy-Changeling #9),Nalini Singh
9016,2011.0,"Fury (New Species, #1)",Laurann Dohner
9017,2002.0,Epileptic,David B.
9018,2008.0,August: Osage County,Tracy Letts
9019,1999.0,"Mountain of Black Glass (Otherland, #3)",Tad Williams
9020,2012.0,"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)",Susan Elia MacNeal
9021,2001.0,Lost,Gregory Maguire
9022,1995.0,The Prestige,Christopher Priest
9023,2007.0,Rhett Butler's People,Donald McCaig
9024,1993.0,Angels in America,Tony Kushner
9025,2000.0,Anil's Ghost,Michael Ondaatje
9026,1993.0,Winter Moon,Dean Koontz
9027,2014.0,"The Will (Magdalene, #1)",Kristen Ashley
9028,2014.0,"A Grimm Warning (The Land of Stories, #3)",Chris Colfer
9029,2014.0,"Spell or High Water (Magic 2.0, #2)",Scott  Meyer
9030,2011.0,"The Billionaire Wins the Game (Billionaire Bachelors, #1)",Melody Anne
9031,2011.0,"Never Love a Highlander (McCabe Trilogy, #3)",Maya Banks
9032,1999.0,The Pragmatic Programmer: From Journeyman to Master,Andrew Hunt
9033,2004.0,Supernova: Petir,Dee Lestari
9034,2016.0,"Babylon's Ashes (The Expanse, #6)",James S.A. Corey
9035,2012.0,"Wrong Bed, Right Guy (Come Undone, #1)",Katee Robert
9036,2003.0,Drop City,T.C. Boyle
9037,2008.0,Y: The Last Man - The Deluxe Edition Book One,Brian K. Vaughan
9038,2005.0,Candy Girl: A Year in the Life of an Unlikely Stripper,Diablo Cody
9039,1963.0,حول العالم في 200 يوم,أنيس منصور
9040,2015.0,"Alert (Michael Bennett, #8)",James Patterson
9041,2013.0,"Unattainable (Undeniable, #3)",Madeline Sheehan
9042,2014.0,The Painter,Peter Heller
9043,1977.0,Close Encounters Of The Third Kind,Steven Spielberg
9044,1989.0,"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",Anne Rice
9045,1985.0,The Berenstain Bears Forget Their Manners,Stan Berenstain
9046,2013.0,"Hot Ticket (Sinners on Tour, #3)",Olivia Cunning
9047,2000.0,"The Search (Eve Duncan, #3)",Iris Johansen
9048,2001.0,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling
9049,1982.0,Zami: A New Spelling of My Name,Audre Lorde
9050,2012.0,"The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)",Cassandra Clare
9051,2005.0,Hafalan Shalat Delisa,Tere Liye
9052,2014.0,"Sixth Grave on the Edge (Charley Davidson, #6)",Darynda Jones
9053,2013.0,"The Royal Ranger (Ranger's Apprentice, #12)",John Flanagan
9054,2011.0,The Submission,Amy Waldman
9055,2005.0,The Lord of the Rings Sketchbook,Alan Lee
9056,2010.0,"Glimmerglass (Faeriewalker, #1)",Jenna Black
9057,2010.0,Don't Blink,James Patterson
9058,1994.0,Shadows over Innsmouth,Stephen Jones
9059,2007.0,"The Tin Roof Blowdown (Dave Robicheaux, #16)",James Lee Burke
9060,2009.0,The Death of Bunny Munro,Nick Cave
9061,1964.0,"Flat Stanley (Flat Stanley, #1)",Jeff Brown
9062,2010.0,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa
9063,1978.0,Freight Train,Donald Crews
9064,2015.0,Rosemary: The Hidden Kennedy Daughter,Kate Clifford Larson
9065,2011.0,Faith,Jennifer Haigh
9066,2007.0,Bite Me If You Can (Argeneau #6),Lynsay Sands
9067,2011.0,"The Golden Dynasty (Fantasyland, #2)",Kristen Ashley
9068,1996.0,Moonlight Becomes You,Mary Higgins Clark
9069,2002.0,A Corner of the Universe,Ann M. Martin
9070,2005.0,The Ice Queen,Alice Hoffman
9071,1946.0,"The Folk of the Faraway Tree (The Faraway Tree, #3)",Enid Blyton
9072,2015.0,City on Fire,Garth Risk Hallberg
9073,1972.0,The Flame and the Flower,Kathleen E. Woodiwiss
9074,2004.0,"Exile's Return (Conclave of Shadows, #3)",Raymond E. Feist
9075,2010.0,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",Jessica Day George
9076,2004.0,Preach My Gospel: A Guide To Missionary Service,The Church of Jesus Christ of Latter-day Saints
9077,2010.0,"The Last Dragonslayer (The Chronicles of Kazam, #1)",Jasper Fforde
9078,1978.0,Orientalism,Edward Said
9079,1991.0,"Like a Fire Burning (The Work and the Glory, #2)",Gerald N. Lund
9080,1997.0,Friends and Lovers,Eric Jerome Dickey
9081,2002.0,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",Georgia Byng
9082,1996.0,Contest,Matthew Reilly
9083,2003.0,Songbook,Nick Hornby
